Devices
2000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
2254,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2254,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2254,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2254,3,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2254,4,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2255,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2255,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2255,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2255,3,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2255,4,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2256,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2256,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2256,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2256,3,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2256,4,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2257,0,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2257,1,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
2257,2,0,0,0,0,0,0,-205,300,0,0,0,0,0,0,0,205,300,0
